record_id,agent_id,agent_name,customer_id,policy_id,license_status,license_expiry_date,premium_collected,premium_deposited_with_insurer,customer_aware_of_agent_status,complaint_count,agent_office_city,fraud_flag,fraud_type
GB000193,AGT00327,Aarna Majumdar,CUST000288,POL000770,Valid,19-08-2025,43773,TRUE,TRUE,1,Nagpur,TRUE,Unlicensed Selling
GB000194,AGT00351,Jairaj Wable,CUST001221,,Valid,23-09-2026,135133,TRUE,TRUE,1,Pune,FALSE,None
GB000195,AGT00043,Nimrat Memon,CUST001845,,Never Issued,26-05-2020,11586,TRUE,TRUE,1,Indore,FALSE,None
GB000196,AGT00211,Anvi Raman,CUST000899,POL000125,Valid,11-02-2025,95479,TRUE,TRUE,0,Mumbai,FALSE,None
GB000197,AGT00352,Urmi Vohra,CUST001522,,Valid,21-09-2021,76012,TRUE,TRUE,0,Jaipur,FALSE,None
GB000198,AGT00051,Udyati Nagy,CUST002949,,Valid,07-05-2025,91507,TRUE,TRUE,1,Chennai,FALSE,None
GB000199,AGT00152,Dayamai Halder,CUST002321,,Expired,01-05-2022,135835,TRUE,FALSE,3,Ahmedabad,TRUE,Unlicensed Selling
GB000200,AGT00030,Jonathan Loyal,CUST001978,,Valid,03-03-2021,46209,TRUE,TRUE,0,Mumbai,FALSE,None
GB000201,AGT00043,Nimrat Memon,CUST001236,POL000252,Fake/Cloned,02-05-2021,59434,TRUE,TRUE,8,Indore,TRUE,Fake/Cloned Agent Identity
GB000202,AGT00344,Naveen Pillay,CUST003141,POL000309,Valid,02-04-2024,36656,TRUE,TRUE,1,Ahmedabad,FALSE,None
GB000203,AGT00169,Theodore Balay,CUST001475,,Valid,01-11-2023,136078,FALSE,TRUE,0,Pune,TRUE,Premium Pocketing - No Remittance
GB000204,AGT00257,Falan Warrior,CUST001131,,Fake/Cloned,27-10-2024,18470,TRUE,FALSE,0,Kolkata,TRUE,Fake/Cloned Agent Identity
GB000205,AGT00053,Simon Vyas,CUST001773,POL000035,Never Issued,06-08-2021,73035,TRUE,TRUE,4,Mumbai,TRUE,Fake/Cloned Agent Identity
GB000206,AGT00006,Kalpit Setty,CUST000191,POL000527,Valid,07-09-2021,100608,TRUE,TRUE,0,Pune,FALSE,None
GB000207,AGT00340,Pooja Mandal,CUST002692,POL000895,Suspended,02-08-2020,77840,TRUE,FALSE,8,Lucknow,TRUE,Expired License Sales
GB000208,AGT00214,Bhanumati Shankar,CUST001971,POL000153,Valid,24-05-2021,96771,TRUE,TRUE,1,Chennai,FALSE,None
GB000209,AGT00005,Farhan Raja,CUST000881,,Fake/Cloned,25-05-2021,149470,TRUE,FALSE,1,Nagpur,TRUE,Fake/Cloned Agent Identity
GB000210,AGT00376,Hritik Bath,CUST001402,,Valid,26-01-2020,46332,TRUE,TRUE,0,Bengaluru,FALSE,None
GB000211,AGT00187,Maya Dass,CUST001976,,Suspended,18-02-2026,121536,TRUE,TRUE,5,Mumbai,TRUE,Unlicensed Selling
GB000212,AGT00182,Unnati Salvi,CUST000936,,Valid,08-06-2025,78533,TRUE,TRUE,0,Chennai,FALSE,None
GB000213,AGT00232,Warjas Cheema,CUST000690,POL000853,Valid,20-11-2025,131194,TRUE,TRUE,1,Kolkata,FALSE,None
GB000214,AGT00002,Ekantika Jani,CUST001393,POL000829,Valid,13-05-2023,109618,TRUE,TRUE,0,Coimbatore,FALSE,None
GB000215,AGT00211,Anvi Raman,CUST001879,,Valid,24-09-2026,104424,TRUE,TRUE,1,Mumbai,FALSE,None
GB000216,AGT00234,David Krishna,CUST001751,,Never Issued,30-11-2024,96596,TRUE,FALSE,8,Lucknow,TRUE,Fake/Cloned Agent Identity
GB000217,AGT00114,Zilmil Sant,CUST000002,,Valid,29-09-2025,52020,TRUE,TRUE,0,Nagpur,FALSE,None
GB000218,AGT00274,Charles Ram,CUST002114,POL000147,Valid,08-12-2020,146057,TRUE,TRUE,0,Indore,FALSE,None
GB000219,AGT00144,Manbir Roy,CUST002647,POL000235,Fake/Cloned,24-11-2023,103416,TRUE,FALSE,4,Chennai,FALSE,None
GB000220,AGT00269,Balendra Taneja,CUST001145,,Valid,27-02-2026,123610,TRUE,TRUE,1,Nagpur,FALSE,None
GB000221,AGT00053,Simon Vyas,CUST000988,POL000537,Fake/Cloned,26-10-2020,133534,FALSE,FALSE,0,Mumbai,TRUE,Premium Pocketing - No Remittance
GB000222,AGT00350,Faras Kapur,CUST001639,,Valid,25-05-2020,25082,TRUE,TRUE,0,Delhi,FALSE,None
GB000223,AGT00337,Isaiah Vaidya,CUST000916,POL000079,Valid,06-04-2021,133937,TRUE,TRUE,0,Indore,FALSE,None
GB000224,AGT00057,Chandran Tak,CUST000149,,Valid,17-05-2025,37777,TRUE,TRUE,1,Ahmedabad,FALSE,None
GB000225,AGT00360,Veda Karpe,CUST002996,,Valid,04-07-2022,143394,TRUE,TRUE,0,Jaipur,FALSE,None
GB000226,AGT00208,Yasti Iyer,CUST001144,POL000389,Fake/Cloned,03-04-2022,15538,TRUE,FALSE,3,Chandigarh,FALSE,None
GB000227,AGT00260,Urishilla Lall,CUST001812,POL000553,Valid,26-12-2026,58125,TRUE,TRUE,0,Indore,FALSE,None
GB000228,AGT00322,Ria Andra,CUST002070,POL000549,Valid,26-03-2025,91583,TRUE,TRUE,0,Lucknow,FALSE,None
GB000229,AGT00027,Tarak Patla,CUST000152,,Fake/Cloned,07-01-2026,135249,TRUE,TRUE,3,Nagpur,TRUE,Fake/Cloned Agent Identity
GB000230,AGT00067,Charvi Maharaj,CUST001940,,Valid,01-09-2023,28502,FALSE,TRUE,1,Ahmedabad,TRUE,Premium Pocketing - No Remittance
GB000231,AGT00111,Lavanya Sami,CUST002651,POL000681,Fake/Cloned,24-02-2026,130988,FALSE,TRUE,6,Delhi,TRUE,Premium Pocketing - No Remittance
GB000232,AGT00183,Triya Bala,CUST002613,POL000934,Never Issued,12-10-2026,20249,TRUE,FALSE,3,Ahmedabad,FALSE,None
GB000233,AGT00134,Urmi Choudhary,CUST003085,POL000747,Valid,08-06-2026,4197,TRUE,TRUE,1,Kochi,FALSE,None
GB000234,AGT00191,Gunbir Mannan,CUST002354,,Never Issued,12-05-2021,36229,TRUE,FALSE,0,Coimbatore,FALSE,None
GB000235,AGT00073,Champak Anne,CUST002746,POL000517,Valid,01-03-2022,25166,TRUE,TRUE,0,Pune,FALSE,None
GB000236,AGT00254,Arin Kapur,CUST002044,,Suspended,14-04-2020,140764,TRUE,FALSE,3,Kolkata,TRUE,Fake/Cloned Agent Identity
GB000237,AGT00015,Warda Pathak,CUST001652,POL000924,Valid,10-01-2020,107298,TRUE,TRUE,0,Kolkata,FALSE,None
GB000238,AGT00138,Gautami Sethi,CUST001177,POL000426,Expired,22-11-2020,2775,TRUE,FALSE,0,Jaipur,TRUE,Fake/Cloned Agent Identity
GB000239,AGT00072,Harshil Balakrishnan,CUST002732,POL000750,Never Issued,01-06-2022,33656,TRUE,FALSE,0,Hyderabad,TRUE,Fake/Cloned Agent Identity
GB000240,AGT00276,Lakshit D’Alia,CUST001179,POL000857,Valid,29-07-2024,1606,TRUE,TRUE,0,Jaipur,FALSE,None
GB000241,AGT00338,Warjas Jani,CUST001099,POL000865,Suspended,25-06-2022,58281,TRUE,FALSE,1,Chandigarh,FALSE,None
GB000242,AGT00027,Tarak Patla,CUST000671,POL000939,Fake/Cloned,07-01-2022,8375,FALSE,FALSE,2,Nagpur,TRUE,Premium Pocketing - No Remittance
GB000243,AGT00302,Darpan Mallick,CUST000302,POL000843,Never Issued,14-12-2025,131708,TRUE,FALSE,4,Lucknow,FALSE,None
GB000244,AGT00340,Pooja Mandal,CUST001703,,Fake/Cloned,13-02-2023,128325,TRUE,FALSE,2,Lucknow,FALSE,None
GB000245,AGT00370,Bahadurjit Sankar,CUST002405,POL000423,Never Issued,12-07-2022,1819,TRUE,TRUE,5,Bengaluru,FALSE,None
GB000246,AGT00216,Bahadurjit Saxena,CUST002360,POL000103,Valid,19-06-2020,77992,TRUE,TRUE,0,Chandigarh,FALSE,None
GB000247,AGT00125,Yahvi Sood,CUST001852,,Expired,09-03-2026,132855,TRUE,FALSE,5,Chandigarh,FALSE,None
GB000248,AGT00124,Aarush Chandra,CUST002930,,Valid,14-02-2026,8560,TRUE,TRUE,1,Jaipur,FALSE,None
GB000249,AGT00144,Manbir Roy,CUST002792,POL000091,Suspended,22-02-2024,30168,TRUE,TRUE,8,Chennai,TRUE,Unlicensed Selling
GB000250,AGT00228,Netra Bir,CUST000475,,Suspended,21-01-2021,127625,TRUE,FALSE,1,Kolkata,FALSE,None
GB000251,AGT00187,Maya Dass,CUST001388,,Fake/Cloned,08-10-2022,100436,TRUE,FALSE,5,Mumbai,FALSE,None
GB000252,AGT00247,Ranveer Johal,CUST000807,,Valid,12-06-2024,79598,TRUE,TRUE,0,Indore,FALSE,None
GB000253,AGT00009,Kritika Lad,CUST001289,POL000449,Valid,27-02-2023,76924,TRUE,TRUE,0,Indore,FALSE,None
GB000254,AGT00039,Eiravati Chokshi,CUST001095,,Valid,01-09-2025,6318,TRUE,TRUE,0,Kochi,FALSE,None
GB000255,AGT00371,Ojas Bora,CUST002931,POL000779,Fake/Cloned,14-09-2026,55714,TRUE,FALSE,8,Coimbatore,TRUE,Expired License Sales
GB000256,AGT00378,Shivani Sarin,CUST001760,POL000319,Valid,19-05-2021,31544,TRUE,TRUE,1,Hyderabad,FALSE,None
GB000257,AGT00284,Reva Gole,CUST000382,POL000665,Valid,09-07-2022,21823,TRUE,TRUE,1,Coimbatore,FALSE,None
GB000258,AGT00101,Triya Chhabra,CUST003077,POL000174,Valid,18-06-2025,105555,TRUE,TRUE,0,Coimbatore,FALSE,None
GB000259,AGT00367,Sudiksha Aurora,CUST001664,,Expired,04-04-2024,17978,TRUE,TRUE,7,Kolkata,TRUE,Fake/Cloned Agent Identity
GB000260,AGT00084,Wridesh Sridhar,CUST002675,POL000730,Valid,04-07-2026,135396,TRUE,TRUE,1,Delhi,FALSE,None
GB000261,AGT00276,Lakshit D’Alia,CUST001179,POL000857,Valid,23-11-2026,123418,TRUE,TRUE,1,Jaipur,FALSE,None
GB000262,AGT00043,Nimrat Memon,CUST001313,POL000491,Fake/Cloned,14-12-2023,135006,TRUE,FALSE,5,Indore,TRUE,Expired License Sales
GB000263,AGT00244,Logan Ahluwalia,CUST001530,POL000858,Valid,15-02-2021,6033,TRUE,TRUE,0,Chandigarh,FALSE,None
GB000264,AGT00291,Jeevika Master,CUST001507,POL000129,Valid,10-11-2024,106067,TRUE,TRUE,0,Mumbai,FALSE,None
GB000265,AGT00330,Viraj Contractor,CUST001344,POL000789,Valid,29-01-2020,138158,TRUE,TRUE,0,Lucknow,FALSE,None
GB000266,AGT00278,Rishi Oza,CUST001977,POL000495,Valid,11-04-2026,19894,TRUE,TRUE,1,Kolkata,FALSE,None
GB000267,AGT00353,Edhitha Luthra,CUST000850,POL000774,Expired,05-04-2022,5687,TRUE,FALSE,5,Jaipur,TRUE,Fake/Cloned Agent Identity
GB000268,AGT00195,Laban Kapoor,CUST000765,POL000757,Expired,24-03-2025,134959,FALSE,FALSE,4,Delhi,TRUE,Premium Pocketing - No Remittance
GB000269,AGT00254,Arin Kapur,CUST002081,,Never Issued,19-12-2022,135115,FALSE,FALSE,4,Kolkata,TRUE,Premium Pocketing - No Remittance
GB000270,AGT00140,Zehaan Patla,CUST001299,POL000100,Valid,18-05-2020,18789,TRUE,TRUE,1,Mumbai,FALSE,None
GB000271,AGT00003,Girik Bal,CUST000959,POL000824,Valid,22-12-2020,57784,TRUE,TRUE,1,Bengaluru,FALSE,None
GB000272,AGT00290,Thomas Sawhney,CUST001599,POL000371,Valid,09-03-2026,7115,TRUE,TRUE,1,Indore,FALSE,None
GB000273,AGT00332,Edhitha Barman,CUST002967,POL000411,Valid,08-03-2023,29821,TRUE,TRUE,1,Chennai,FALSE,None
GB000274,AGT00069,Dhriti Tak,CUST001215,POL000807,Valid,08-12-2026,23879,TRUE,TRUE,0,Kochi,FALSE,None
GB000275,AGT00007,Rachit Khatri,CUST001181,,Never Issued,25-02-2024,118177,TRUE,FALSE,5,Hyderabad,TRUE,Expired License Sales
GB000276,AGT00064,Balhaar Walla,CUST001354,,Valid,21-09-2023,50157,TRUE,TRUE,0,Chennai,FALSE,None
GB000277,AGT00340,Pooja Mandal,CUST002826,,Never Issued,22-06-2024,61262,TRUE,FALSE,1,Lucknow,TRUE,Unlicensed Selling
GB000278,AGT00113,Patrick Majumdar,CUST001439,POL000599,Valid,03-02-2026,41971,TRUE,TRUE,0,Mumbai,FALSE,None
GB000279,AGT00089,Falan Talwar,CUST001731,,Valid,30-11-2025,102146,TRUE,TRUE,0,Bengaluru,FALSE,None
GB000280,AGT00005,Farhan Raja,CUST002179,POL000955,Suspended,09-10-2020,122535,FALSE,FALSE,8,Nagpur,TRUE,Premium Pocketing - No Remittance
GB000281,AGT00114,Zilmil Sant,CUST001997,,Valid,13-02-2023,93384,TRUE,TRUE,1,Nagpur,FALSE,None
GB000282,AGT00268,Anika Barman,CUST002843,,Valid,02-12-2024,113453,TRUE,TRUE,0,Jaipur,FALSE,None
GB000283,AGT00368,Jai Sahota,CUST000169,POL000166,Valid,10-02-2020,101277,TRUE,TRUE,0,Jaipur,FALSE,None
GB000284,AGT00119,Anya Kara,CUST002753,POL000876,Valid,05-04-2023,27520,TRUE,TRUE,1,Mumbai,FALSE,None
GB000285,AGT00093,Sathvik Wable,CUST002007,POL000450,Valid,29-05-2023,15833,TRUE,TRUE,1,Jaipur,FALSE,None
GB000286,AGT00339,Kamya Sagar,CUST002853,POL000060,Valid,08-11-2020,62475,TRUE,TRUE,1,Coimbatore,FALSE,None
GB000287,AGT00328,Warda Datta,CUST001563,,Suspended,14-04-2025,9143,TRUE,FALSE,4,Lucknow,TRUE,Expired License Sales
GB000288,AGT00125,Yahvi Sood,CUST002568,POL000731,Suspended,23-11-2026,90472,FALSE,FALSE,3,Chandigarh,TRUE,Premium Pocketing - No Remittance
GB000289,AGT00022,Azad Dalal,CUST000008,POL000468,Valid,28-02-2023,103132,TRUE,TRUE,0,Hyderabad,FALSE,None
GB000290,AGT00376,Hritik Bath,CUST001251,,Valid,17-02-2020,88005,TRUE,TRUE,1,Bengaluru,TRUE,Fake/Cloned Agent Identity
GB000291,AGT00254,Arin Kapur,CUST000239,POL000597,Suspended,13-05-2020,49538,TRUE,TRUE,5,Kolkata,FALSE,None
GB000292,AGT00353,Edhitha Luthra,CUST002345,POL000175,Suspended,28-04-2024,64795,TRUE,TRUE,5,Jaipur,TRUE,Expired License Sales
GB000293,AGT00132,Aditya Pandey,CUST000807,POL000392,Valid,22-06-2026,104041,TRUE,TRUE,0,Hyderabad,FALSE,None
GB000294,AGT00244,Logan Ahluwalia,CUST001954,POL000855,Valid,03-11-2025,83159,TRUE,TRUE,0,Chandigarh,FALSE,None
GB000295,AGT00252,Harrison Dalal,CUST002039,POL000654,Valid,07-12-2022,124796,TRUE,TRUE,0,Mumbai,FALSE,None
GB000296,AGT00334,Amol Pandit,CUST002542,POL000589,Valid,12-12-2026,78166,TRUE,TRUE,1,Chennai,FALSE,None
GB000297,AGT00377,Isha Sen,CUST000367,,Valid,03-03-2025,149311,TRUE,TRUE,1,Bengaluru,FALSE,None
GB000298,AGT00040,Pushti Iyengar,CUST001801,,Valid,07-10-2026,102542,TRUE,TRUE,1,Chennai,FALSE,None
GB000299,AGT00235,Baljiwan Bora,CUST002037,,Valid,31-08-2026,1553,TRUE,TRUE,1,Pune,FALSE,None
GB000300,AGT00129,Agastya Som,CUST002310,,Valid,14-07-2022,109381,TRUE,TRUE,1,Indore,FALSE,None
GB000301,AGT00310,Radha Sane,CUST001252,POL000260,Valid,27-08-2020,14612,TRUE,TRUE,1,Delhi,FALSE,None
GB000302,AGT00288,Faraj Bose,CUST002694,,Valid,24-04-2026,77673,TRUE,TRUE,1,Delhi,FALSE,None
GB000303,AGT00340,Pooja Mandal,CUST000619,POL000343,Never Issued,13-02-2020,65459,TRUE,FALSE,0,Lucknow,TRUE,Expired License Sales
GB000304,AGT00133,Aarav Suresh,CUST000869,POL000691,Valid,06-04-2023,26804,TRUE,TRUE,1,Kochi,FALSE,None
GB000305,AGT00072,Harshil Balakrishnan,CUST002732,POL000750,Fake/Cloned,15-12-2024,42154,TRUE,FALSE,3,Hyderabad,TRUE,Fake/Cloned Agent Identity
GB000306,AGT00006,Kalpit Setty,CUST000191,POL000527,Valid,29-04-2023,111183,TRUE,TRUE,0,Pune,FALSE,None
GB000307,AGT00101,Triya Chhabra,CUST002024,,Valid,25-10-2021,141689,TRUE,TRUE,0,Coimbatore,FALSE,None
GB000308,AGT00139,Indali Kurian,CUST002189,POL000148,Valid,04-05-2024,147470,TRUE,TRUE,0,Hyderabad,FALSE,None
GB000309,AGT00364,Dipta Dalal,CUST002183,POL000082,Valid,22-01-2025,3693,TRUE,TRUE,0,Coimbatore,FALSE,None
GB000310,AGT00187,Maya Dass,CUST000493,POL000133,Suspended,23-01-2022,31971,TRUE,FALSE,0,Mumbai,TRUE,Expired License Sales
GB000311,AGT00207,Lucky Khosla,CUST000663,POL000657,Valid,14-04-2020,127633,TRUE,TRUE,0,Chennai,FALSE,None
GB000312,AGT00338,Warjas Jani,CUST000538,,Fake/Cloned,15-07-2022,81078,TRUE,FALSE,1,Chandigarh,TRUE,Fake/Cloned Agent Identity
GB000313,AGT00338,Warjas Jani,CUST003115,,Fake/Cloned,13-03-2025,75227,TRUE,TRUE,2,Chandigarh,FALSE,None
GB000314,AGT00197,Vedhika Iyer,CUST002560,POL000381,Never Issued,04-10-2023,79990,TRUE,FALSE,8,Pune,TRUE,Unlicensed Selling
GB000315,AGT00043,Nimrat Memon,CUST001811,POL000055,Never Issued,11-08-2022,87034,TRUE,FALSE,4,Indore,TRUE,Fake/Cloned Agent Identity
GB000316,AGT00106,Frado Pandya,CUST002131,POL000434,Valid,31-07-2024,86567,TRUE,TRUE,0,Coimbatore,FALSE,None
GB000317,AGT00175,Krishna Saha,CUST002494,POL000617,Valid,04-09-2023,41677,TRUE,TRUE,1,Coimbatore,FALSE,None
GB000318,AGT00287,Mitali Srinivas,CUST000214,POL000692,Valid,05-10-2025,69402,TRUE,TRUE,1,Kolkata,FALSE,None
GB000319,AGT00266,Hiral Bobal,CUST003185,POL000096,Valid,27-08-2020,99104,TRUE,TRUE,1,Nagpur,FALSE,None
GB000320,AGT00241,Saksham Edwin,CUST001555,,Valid,10-10-2026,23291,TRUE,TRUE,1,Indore,FALSE,None
GB000321,AGT00338,Warjas Jani,CUST001360,POL000488,Fake/Cloned,27-12-2025,29497,TRUE,FALSE,8,Chandigarh,TRUE,Unlicensed Selling
GB000322,AGT00308,Atharv Nayar,CUST000704,POL000092,Valid,10-10-2025,116135,TRUE,TRUE,0,Chennai,FALSE,None
GB000323,AGT00371,Ojas Bora,CUST002931,POL000779,Suspended,31-05-2020,32969,TRUE,FALSE,2,Coimbatore,FALSE,None
GB000324,AGT00339,Kamya Sagar,CUST002064,,Valid,09-05-2020,148749,TRUE,TRUE,1,Coimbatore,FALSE,None
GB000325,AGT00077,Charles Lad,CUST002346,POL000914,Suspended,14-10-2026,31245,TRUE,FALSE,7,Pune,FALSE,None
GB000326,AGT00016,Mahika Chaudhuri,CUST000176,POL000661,Valid,03-01-2024,54312,TRUE,TRUE,1,Lucknow,FALSE,None
GB000327,AGT00152,Dayamai Halder,CUST002349,POL000051,Suspended,20-05-2023,9267,TRUE,FALSE,7,Ahmedabad,FALSE,None
GB000328,AGT00231,Vamakshi Naik,CUST000305,POL000714,Valid,03-02-2021,40812,TRUE,TRUE,1,Chennai,FALSE,None
GB000329,AGT00241,Saksham Edwin,CUST002567,POL000762,Valid,06-10-2024,135847,TRUE,TRUE,1,Indore,FALSE,None
GB000330,AGT00105,Indira Lanka,CUST002153,,Suspended,21-04-2025,126562,TRUE,TRUE,2,Coimbatore,TRUE,Expired License Sales
GB000331,AGT00330,Viraj Contractor,CUST000791,,Valid,24-06-2021,77924,TRUE,TRUE,1,Lucknow,FALSE,None
GB000332,AGT00125,Yahvi Sood,CUST001227,,Suspended,30-06-2020,26875,TRUE,FALSE,2,Chandigarh,TRUE,Fake/Cloned Agent Identity
GB000333,AGT00352,Urmi Vohra,CUST002768,,Valid,10-12-2022,96803,TRUE,TRUE,0,Jaipur,FALSE,None
GB000334,AGT00180,Dhriti Thakur,CUST001949,,Valid,05-11-2024,48589,TRUE,TRUE,1,Bengaluru,FALSE,None
GB000335,AGT00003,Girik Bal,CUST001702,,Valid,25-07-2026,4534,TRUE,TRUE,1,Bengaluru,FALSE,None
GB000336,AGT00063,Bhavani Deep,CUST001007,POL000321,Valid,17-12-2022,62807,TRUE,TRUE,0,Kolkata,FALSE,None
GB000337,AGT00037,Samesh Sura,CUST001739,POL000715,Valid,22-02-2021,52670,TRUE,TRUE,0,Indore,FALSE,None
GB000338,AGT00010,Anvi Butala,CUST002494,POL000149,Expired,06-03-2023,76465,TRUE,FALSE,8,Indore,TRUE,Expired License Sales
GB000339,AGT00267,Faris Srinivas,CUST001083,,Valid,01-10-2021,55720,TRUE,TRUE,1,Pune,FALSE,None
GB000340,AGT00076,Rayaan Pillay,CUST003167,POL000301,Valid,15-09-2025,98619,TRUE,TRUE,0,Ahmedabad,FALSE,None
GB000341,AGT00321,Sachi Shere,CUST001009,,Valid,08-05-2021,4739,TRUE,TRUE,1,Ahmedabad,FALSE,None
GB000342,AGT00105,Indira Lanka,CUST001956,POL000290,Expired,24-12-2020,34107,TRUE,TRUE,7,Coimbatore,TRUE,Unlicensed Selling
GB000343,AGT00008,Chameli Hari,CUST000048,,Expired,08-12-2024,134934,FALSE,TRUE,7,Bengaluru,TRUE,Premium Pocketing - No Remittance
GB000344,AGT00312,Ubika Samra,CUST000660,,Valid,13-01-2023,83533,TRUE,TRUE,1,Delhi,FALSE,None
GB000345,AGT00177,Chameli Shenoy,CUST001684,POL000802,Valid,22-06-2021,18487,TRUE,TRUE,0,Chennai,FALSE,None
GB000346,AGT00224,Chavvi Ramesh,CUST001436,,Valid,09-12-2020,29353,TRUE,TRUE,0,Indore,FALSE,None
GB000347,AGT00129,Agastya Som,CUST001668,POL000132,Valid,27-01-2026,9984,TRUE,TRUE,1,Indore,FALSE,None
GB000348,AGT00010,Anvi Butala,CUST000317,POL000849,Fake/Cloned,09-09-2024,24130,FALSE,FALSE,2,Indore,TRUE,Premium Pocketing - No Remittance
GB000349,AGT00141,Agastya Pandit,CUST002616,POL000520,Valid,15-05-2022,74794,TRUE,TRUE,1,Hyderabad,FALSE,None
GB000350,AGT00195,Laban Kapoor,CUST002849,,Never Issued,29-08-2025,41080,FALSE,TRUE,8,Delhi,TRUE,Premium Pocketing - No Remittance
GB000351,AGT00004,Advay Dua,CUST001480,POL000891,Valid,16-04-2025,13839,TRUE,TRUE,0,Kolkata,FALSE,None
GB000352,AGT00214,Bhanumati Shankar,CUST000114,,Valid,08-06-2026,99874,TRUE,TRUE,1,Chennai,FALSE,None
GB000353,AGT00340,Pooja Mandal,CUST002344,,Never Issued,14-02-2022,42499,FALSE,FALSE,8,Lucknow,TRUE,Premium Pocketing - No Remittance
GB000354,AGT00087,Chaman Butala,CUST003082,POL000588,Expired,23-09-2022,131094,FALSE,FALSE,4,Ahmedabad,TRUE,Premium Pocketing - No Remittance
GB000355,AGT00353,Edhitha Luthra,CUST000438,,Never Issued,02-07-2026,137428,TRUE,TRUE,8,Jaipur,TRUE,Unlicensed Selling
GB000356,AGT00035,Rudra Mand,CUST000483,POL000478,Valid,29-07-2021,83036,TRUE,TRUE,0,Jaipur,FALSE,None
GB000357,AGT00314,Wazir Deo,CUST002314,,Valid,01-11-2022,76926,TRUE,TRUE,1,Nagpur,FALSE,None
GB000358,AGT00322,Ria Andra,CUST002070,POL000549,Valid,26-12-2020,30778,TRUE,TRUE,0,Lucknow,FALSE,None
GB000359,AGT00102,Wridesh Babu,CUST000162,,Valid,22-10-2020,106528,TRUE,TRUE,1,Bengaluru,FALSE,None
GB000360,AGT00367,Sudiksha Aurora,CUST001025,POL000722,Never Issued,27-11-2023,64192,FALSE,FALSE,1,Kolkata,TRUE,Premium Pocketing - No Remittance
GB000361,AGT00154,Rachita Sha,CUST000504,,Valid,30-10-2023,86376,TRUE,TRUE,1,Ahmedabad,FALSE,None
GB000362,AGT00053,Simon Vyas,CUST000988,POL000537,Never Issued,05-11-2024,129219,TRUE,FALSE,3,Mumbai,FALSE,None
GB000363,AGT00222,Max Pandey,CUST000625,POL000538,Fake/Cloned,23-11-2021,30980,FALSE,TRUE,7,Mumbai,TRUE,Premium Pocketing - No Remittance
GB000364,AGT00379,Vansha Desai,CUST001733,POL000076,Valid,14-05-2021,15065,TRUE,TRUE,1,Ahmedabad,FALSE,None
GB000365,AGT00342,Gautami Reddy,CUST001060,,Valid,03-12-2022,126361,TRUE,TRUE,1,Nagpur,FALSE,None
GB000366,AGT00109,Chatresh Sastry,CUST002635,,Never Issued,06-02-2023,11559,TRUE,FALSE,3,Chandigarh,TRUE,Expired License Sales
GB000367,AGT00215,Lopa Apte,CUST002506,,Valid,26-01-2023,125514,TRUE,TRUE,1,Chennai,FALSE,None
GB000368,AGT00043,Nimrat Memon,CUST001006,,Suspended,28-10-2024,74969,TRUE,FALSE,0,Indore,TRUE,Fake/Cloned Agent Identity
GB000369,AGT00176,Charvi Mody,CUST001866,POL000407,Fake/Cloned,26-05-2023,140728,TRUE,FALSE,2,Kolkata,TRUE,Fake/Cloned Agent Identity
GB000370,AGT00195,Laban Kapoor,CUST000954,POL000293,Fake/Cloned,05-01-2026,44210,TRUE,TRUE,3,Delhi,TRUE,Fake/Cloned Agent Identity
GB000371,AGT00121,Thomas Loyal,CUST002547,POL000134,Valid,04-08-2022,32477,TRUE,TRUE,1,Delhi,FALSE,None
GB000372,AGT00184,Oviya Chakrabarti,CUST001671,,Valid,03-06-2024,107111,TRUE,TRUE,1,Chennai,FALSE,None
GB000373,AGT00353,Edhitha Luthra,CUST001395,,Expired,17-07-2021,30529,TRUE,TRUE,3,Jaipur,TRUE,Fake/Cloned Agent Identity
GB000374,AGT00189,Chatura Chad,CUST001510,,Valid,03-03-2020,19262,TRUE,TRUE,0,Lucknow,FALSE,None
GB000375,AGT00317,Megha Barad,CUST002320,,Valid,07-06-2024,66087,TRUE,TRUE,0,Hyderabad,FALSE,None
GB000376,AGT00122,Samesh Garg,CUST002010,,Valid,27-05-2025,52686,TRUE,TRUE,1,Lucknow,FALSE,None
GB000377,AGT00370,Bahadurjit Sankar,CUST001702,POL000274,Never Issued,28-01-2021,75299,TRUE,FALSE,3,Bengaluru,TRUE,Unlicensed Selling
GB000378,AGT00032,Ijaya Menon,CUST000480,,Valid,06-03-2024,114044,TRUE,TRUE,0,Coimbatore,FALSE,None
GB000379,AGT00220,Ikshita Vohra,CUST002225,POL000205,Valid,10-02-2024,37409,TRUE,TRUE,1,Chandigarh,FALSE,None
GB000380,AGT00302,Darpan Mallick,CUST000957,,Fake/Cloned,07-10-2025,147681,TRUE,FALSE,0,Lucknow,TRUE,Fake/Cloned Agent Identity
GB000381,AGT00311,Ikbal Rama,CUST000518,POL000474,Never Issued,03-06-2021,20535,TRUE,FALSE,7,Bengaluru,TRUE,Expired License Sales
GB000382,AGT00077,Charles Lad,CUST003194,POL000285,Fake/Cloned,23-01-2021,124828,TRUE,FALSE,0,Pune,FALSE,None
GB000383,AGT00151,Mahika Sahni,CUST000617,POL000551,Never Issued,10-08-2021,136182,TRUE,FALSE,1,Ahmedabad,TRUE,Unlicensed Selling
GB000384,AGT00234,David Krishna,CUST002458,POL000954,Fake/Cloned,01-06-2024,110518,FALSE,FALSE,4,Lucknow,TRUE,Premium Pocketing - No Remittance
